"","X","Date","Match.ID","Team.Name","Player.Name","Game..","Mode","Map.Name","Win.Team","Rnds.Won","K.D","Kills","Deaths","Assist","Total.Dmg","Shots.per.Kill","Kills.Min","Deaths.Min","Dmg.Min","Total.Time.Alive","Total.First.Bloods","Total.First.Bloods.Deaths","Total.Hill.Time","Total.Rotation.Kills","Total.Rotation.Deaths","Total.Tacticals.Used","Total.Objective.Tiers.Contributed","Total.Untraded.Kills","Total.Untraded.Deaths","Total.Traded.Kills","Total.Traded.Deaths","Total.Shots.Hit","Total.Shots.Head","Total.Game.Win","Total.Game.Loss","Rnd.Lost","Total.Game.Score","Total.Game.Plus.Minus","Total.Dmg.Dealt","Duration","Stage","Opponent.Name","Total.Opp.Game.Score"
"782",814,"5/26/2023",11336,"SEA","Mack",0,"Hardpoint","Zarqwa Hydroelectric","LV",0,0.89,25,28,4,2635,15.48,2.27,2.55,239.55,538.768,0,1,"0",7,5,21,0,16,21,9,7,107,11,0,1,1,175,75,"2635",539,"Stage5","LV",3
"783",815,"5/26/2023",11336,"SEA","Pred",0,"Hardpoint","Zarqwa Hydroelectric","LV",0,0.55,16,29,14,2461,15.38,1.45,2.64,223.73,525.184,0,0,"0",4,6,15,0,10,21,6,8,96,11,0,1,1,175,75,"2461",525,"Stage5","LV",3
"784",816,"5/26/2023",11336,"SEA","Sib",0,"Hardpoint","Zarqwa Hydroelectric","LV",0,0.75,21,28,10,2967,17.71,1.91,2.55,269.73,527.76,0,0,"0",2,8,18,0,17,21,4,7,103,11,0,1,1,175,75,"2967",528,"Stage5","LV",3
"785",817,"5/26/2023",11335,"BOS","Beans",3,"Hardpoint","Embassy","LDN",0,1.15,23,20,5,2454,18.91,2.3,2,245.4,496.144,0,0,"0",8,2,17,0,14,18,9,2,84,12,0,1,1,155,-95,"2454",496,"Stage5","LDN",250
"786",818,"5/26/2023",11335,"BOS","Kremp",3,"Hardpoint","Embassy","LDN",0,0.46,13,28,8,2160,17,1.3,2.8,216,462.336,0,0,"0",3,4,15,0,8,18,5,10,75,8,0,1,1,155,-95,"2160",462,"Stage5","LDN",250
"787",819,"5/26/2023",11335,"BOS","Owakening",3,"Hardpoint","Embassy","LDN",0,0.85,17,20,6,2237,16.71,1.7,2,223.7,483.76,0,0,"0",2,2,14,0,12,18,6,2,69,5,0,1,1,155,-95,"2237",484,"Stage5","LDN",250
"788",820,"5/26/2023",11335,"BOS","Vivid",3,"Hardpoint","Embassy","LDN",0,0.67,20,30,7,2943,14.05,2,3,294.3,452.304,0,1,"0",2,5,14,0,9,26,11,4,112,15,0,1,1,155,-95,"2943",452,"Stage5","LDN",250
"789",821,"5/26/2023",11335,"LDN","Asim",3,"Hardpoint","Embassy","LDN",1,1.27,28,22,9,3168,13.75,2.8,2.2,316.8,494.368,0,0,"0",5,5,14,0,23,12,5,10,121,10,1,0,0,250,-95,"3168",494,"Stage5","BOS",155
"790",822,"5/26/2023",11335,"LDN","Nastie",3,"Hardpoint","Embassy","LDN",1,1.65,28,17,6,3148,12,2.8,1.7,314.8,518.992,0,0,"0",3,3,11,0,21,13,7,5,110,8,1,0,0,250,-95,"3148",519,"Stage5","BOS",155
"791",823,"5/26/2023",11335,"LDN","Skrapz",3,"Hardpoint","Embassy","LDN",1,1.71,24,14,7,2565,16.63,2.4,1.4,256.5,511.936,1,0,"0",2,4,12,0,22,7,2,7,98,10,1,0,0,250,-95,"2565",512,"Stage5","BOS",155
"792",824,"5/26/2023",11335,"LDN","Uli",3,"Hardpoint","Embassy","LDN",1,0.9,18,20,8,2328,19.72,1.8,2,232.8,477.056,0,0,"0",3,3,19,0,14,11,4,9,84,6,1,0,0,250,-95,"2328",477,"Stage5","BOS",155
"793",825,"5/26/2023",11335,"BOS","Beans",2,"Control","Breenbergh Hotel","BOS",3,0.85,22,26,8,2698,24.14,1.57,1.86,192.71,686.192,0,1,"0",0,0,23,6,18,18,4,8,91,6,1,0,1,3,2,"2698",686,"Stage5","LDN",250
"794",826,"5/26/2023",11335,"BOS","Kremp",2,"Control","Breenbergh Hotel","BOS",3,0.75,18,24,5,2149,12.78,1.29,1.71,153.5,686.992,1,0,"0",0,0,18,1,14,17,4,7,81,4,1,0,1,3,2,"2149",687,"Stage5","LDN",250
"795",827,"5/26/2023",11335,"BOS","Owakening",2,"Control","Breenbergh Hotel","BOS",3,1.58,30,19,5,3609,14.17,2.14,1.36,257.79,723.152,0,1,"0",0,0,15,2,23,15,7,4,134,10,1,0,1,3,2,"3609",723,"Stage5","LDN",250
"796",828,"5/26/2023",11335,"BOS","Vivid",2,"Control","Breenbergh Hotel","BOS",3,0.76,22,29,10,3207,14.45,1.57,2.07,229.07,665.504,0,1,"0",0,0,21,5,13,23,8,6,125,15,1,0,1,3,2,"3207",666,"Stage5","LDN",250
"797",829,"5/26/2023",11335,"LDN","Asim",2,"Control","Breenbergh Hotel","BOS",1,1.1,32,29,10,3644,14.44,2.29,2.07,260.29,662.8,0,0,"0",0,0,22,3,24,19,8,9,139,10,0,1,3,1,2,"3644",663,"Stage5","BOS",155
"798",830,"5/26/2023",11335,"LDN","Nastie",2,"Control","Breenbergh Hotel","BOS",1,1.44,23,16,9,2819,15.74,1.64,1.14,201.36,736.608,1,0,"0",0,0,9,6,20,12,3,4,103,7,0,1,3,1,2,"2819",737,"Stage5","BOS",155
"799",831,"5/26/2023",11335,"LDN","Skrapz",2,"Control","Breenbergh Hotel","BOS",1,0.91,20,22,5,2113,15.1,1.43,1.57,150.93,700.576,2,0,"0",0,0,18,2,12,19,8,3,75,5,0,1,3,1,2,"2113",701,"Stage5","BOS",155
"800",832,"5/26/2023",11335,"LDN","Uli",2,"Control","Breenbergh Hotel","BOS",1,0.92,23,25,12,3216,19.78,1.64,1.79,229.71,684.448,0,1,"0",0,0,20,4,17,18,6,7,127,11,0,1,3,1,2,"3216",684,"Stage5","BOS",155
"801",833,"5/26/2023",11335,"BOS","Beans",1,"S&D","El Bagra Fortress","LDN",3,0.63,5,8,2,640,27.6,0.25,0.4,32,489.376,0,3,"0",0,0,8,0,2,5,2,0,26,1,0,1,6,6,-6,"640",489,"Stage5","LDN",250
"802",834,"5/26/2023",11335,"BOS","Kremp",1,"S&D","El Bagra Fortress","LDN",3,0.44,4,9,0,877,38.5,0.2,0.45,43.85,449.328,0,3,"0",0,0,5,0,2,5,2,2,37,4,0,1,6,6,-6,"877",449,"Stage5","LDN",250
"803",835,"5/26/2023",11335,"BOS","Owakening",1,"S&D","El Bagra Fortress","LDN",3,0.63,5,8,4,841,29,0.25,0.4,42.05,444.176,1,0,"0",0,0,7,0,2,5,2,2,29,4,0,1,6,6,-6,"841",444,"Stage5","LDN",250
"804",836,"5/26/2023",11335,"BOS","Vivid",1,"S&D","El Bagra Fortress","LDN",3,0.63,5,8,2,857,16.8,0.25,0.4,42.85,397.36,0,2,"0",0,0,10,0,4,6,1,1,26,2,0,1,6,6,-6,"857",397,"Stage5","LDN",250
"805",837,"5/26/2023",11335,"LDN","Asim",1,"S&D","El Bagra Fortress","LDN",12,1.5,9,6,4,1176,18,0.45,0.3,58.8,479.968,5,0,"0",0,0,7,0,6,2,2,4,46,8,1,0,-3,12,-6,"1176",480,"Stage5","BOS",155
"806",838,"5/26/2023",11335,"LDN","Nastie",1,"S&D","El Bagra Fortress","LDN",12,1.8,9,5,1,1165,13.11,0.45,0.25,58.25,557.696,0,0,"0",0,0,10,0,7,4,1,0,39,6,1,0,-3,12,-6,"1165",558,"Stage5","BOS",155
"807",839,"5/26/2023",11335,"LDN","Skrapz",1,"S&D","El Bagra Fortress","LDN",12,0.8,4,5,3,623,39.75,0.2,0.25,31.15,571.472,1,0,"0",0,0,7,0,2,2,1,2,20,4,1,0,-3,12,-6,"623",571,"Stage5","BOS",155
"808",840,"5/26/2023",11335,"LDN","Uli",1,"S&D","El Bagra Fortress","LDN",12,3.67,11,3,0,982,16.09,0.55,0.15,49.1,537.088,2,1,"0",0,0,8,0,6,2,1,1,41,2,1,0,-3,12,-6,"982",537,"Stage5","BOS",155
"809",841,"5/26/2023",11335,"BOS","Beans",0,"Hardpoint","El Bagra Fortress","LDN",0,1.17,27,23,9,3082,14.3,2.45,2.09,280.18,532.8,0,0,"0",3,5,18,0,17,15,10,8,102,11,0,1,1,233,-17,"3082",533,"Stage5","LDN",250
"810",842,"5/26/2023",11335,"BOS","Kremp",0,"Hardpoint","El Bagra Fortress","LDN",0,0.61,17,28,8,2368,19.18,1.55,2.55,215.27,502.704,0,1,"0",4,5,21,0,13,23,4,5,95,13,0,1,1,233,-17,"2368",503,"Stage5","LDN",250
"811",843,"5/26/2023",11335,"BOS","Owakening",0,"Hardpoint","El Bagra Fortress","LDN",0,1.32,29,22,9,3571,17.34,2.64,2,324.64,534.272,0,0,"0",6,4,12,0,22,19,7,3,128,10,0,1,1,233,-17,"3571",534,"Stage5","LDN",250
"812",844,"5/26/2023",11335,"BOS","Vivid",0,"Hardpoint","El Bagra Fortress","LDN",0,0.72,21,29,4,2540,11.19,1.91,2.64,230.91,506.736,0,0,"0",8,7,17,0,17,24,4,5,95,8,0,1,1,233,-17,"2540",507,"Stage5","LDN",250
"813",845,"5/26/2023",11335,"LDN","Asim",0,"Hardpoint","El Bagra Fortress","LDN",1,1.13,27,24,9,3286,14.81,2.45,2.18,298.73,504.576,1,0,"0",6,4,21,0,21,18,6,6,125,10,1,0,0,250,-17,"3286",505,"Stage5","BOS",155
"814",846,"5/26/2023",11335,"LDN","Nastie",0,"Hardpoint","El Bagra Fortress","LDN",1,1.24,31,25,6,3435,11.81,2.82,2.27,312.27,462.56,0,0,"0",6,4,10,0,25,17,6,8,130,10,1,0,0,250,-17,"3435",463,"Stage5","BOS",155
"815",847,"5/26/2023",11335,"LDN","Skrapz",0,"Hardpoint","El Bagra Fortress","LDN",1,0.91,20,22,8,2401,21.8,1.82,2,218.27,492.384,0,0,"0",4,7,13,0,15,14,5,8,89,5,1,0,0,250,-17,"2401",492,"Stage5","BOS",155
"816",848,"5/26/2023",11335,"LDN","Uli",0,"Hardpoint","El Bagra Fortress","LDN",1,1.04,24,23,10,2935,18.29,2.18,2.09,266.82,526.624,0,0,"0",6,7,18,0,20,20,4,3,120,15,1,0,0,250,-17,"2935",527,"Stage5","BOS",155
"817",849,"5/26/2023",11334,"LAT","Drazah",2,"Control","Breenbergh Hotel","LAT",3,1,23,23,8,2809,13.61,1.77,1.77,216.08,607.472,0,0,"0",0,0,18,3,16,18,7,5,97,9,1,0,1,3,-2,"2809",607,"Stage5","TX",1
"818",850,"5/26/2023",11334,"LAT","Envoy",2,"Control","Breenbergh Hotel","LAT",3,1.17,27,23,10,3035,16.15,2.08,1.77,233.46,592.288,1,0,"0",0,0,21,4,18,15,9,8,128,9,1,0,1,3,-2,"3035",592,"Stage5","TX",1
"819",851,"5/26/2023",11334,"LAT","Kenny",2,"Control","Breenbergh Hotel","LAT",3,0.77,20,26,9,2654,19,1.54,2,204.15,601.76,0,2,"0",0,0,21,2,15,15,5,11,103,7,1,0,1,3,-2,"2654",602,"Stage5","TX",1
"820",852,"5/26/2023",11334,"LAT","Octane",2,"Control","Breenbergh Hotel","LAT",3,1.53,26,17,7,3105,13.54,2,1.31,238.85,640.336,1,0,"0",0,0,9,8,18,13,8,4,117,16,1,0,1,3,-2,"3105",640,"Stage5","TX",1
"821",853,"5/26/2023",11334,"TX","Dashy",2,"Control","Breenbergh Hotel","LAT",1,1.24,26,21,9,3181,9.77,2,1.62,244.69,626.608,0,0,"0",0,0,14,4,16,11,10,10,105,15,0,1,3,1,-2,"3181",627,"Stage5","LAT",3
"822",854,"5/26/2023",11334,"TX","Ghosty",2,"Control","Breenbergh Hotel","LAT",1,1.17,27,23,8,3371,15,2.08,1.77,259.31,609.952,0,1,"0",0,0,18,4,22,20,5,3,117,10,0,1,3,1,-2,"3371",610,"Stage5","LAT",3
"823",855,"5/26/2023",11334,"TX","Huke",2,"Control","Breenbergh Hotel","LAT",1,0.56,14,25,7,1421,18.29,1.08,1.92,109.31,596.784,1,0,"0",0,0,20,6,10,16,4,9,65,6,0,1,3,1,-2,"1421",597,"Stage5","LAT",3
"824",856,"5/26/2023",11334,"TX","Shotzzy",2,"Control","Breenbergh Hotel","LAT",1,0.81,22,27,9,2881,15.36,1.69,2.08,221.62,590.416,1,1,"0",0,0,20,5,13,20,9,7,104,8,0,1,3,1,-2,"2881",590,"Stage5","LAT",3
"825",857,"5/26/2023",11334,"LAT","Drazah",1,"S&D","Breenbergh Hotel","LAT",6,2.25,9,4,2,904,10.22,0.75,0.33,75.33,449.28,1,0,"0",0,0,8,0,6,3,0,1,36,6,1,0,2,6,-4,"904",449,"Stage5","TX",1
"826",858,"5/26/2023",11334,"LAT","Envoy",1,"S&D","Breenbergh Hotel","LAT",6,0.8,4,5,4,739,27,0.33,0.42,61.58,373.776,0,2,"0",0,0,7,0,3,4,0,1,32,2,1,0,2,6,-4,"739",374,"Stage5","TX",1
"827",859,"5/26/2023",11334,"LAT","Kenny",1,"S&D","Breenbergh Hotel","LAT",6,1.8,9,5,0,823,19.78,0.75,0.42,68.58,456.864,4,1,"0",0,0,6,0,8,2,0,2,33,2,1,0,2,6,-4,"823",457,"Stage5","TX",1
"828",860,"5/26/2023",11334,"LAT","Octane",1,"S&D","Breenbergh Hotel","LAT",6,2,6,3,2,769,15.67,0.5,0.25,64.08,536.048,0,0,"0",0,0,4,0,4,2,1,0,28,3,1,0,2,6,-4,"769",536,"Stage5","TX",1
"829",861,"5/26/2023",11334,"TX","Dashy",1,"S&D","Breenbergh Hotel","LAT",2,0.88,7,8,1,970,13.14,0.58,0.67,80.83,432.912,2,0,"0",0,0,6,0,5,6,2,0,33,4,0,1,6,2,-4,"970",433,"Stage5","LAT",3
"830",862,"5/26/2023",11334,"TX","Ghosty",1,"S&D","Breenbergh Hotel","LAT",2,0.5,3,6,0,489,35.33,0.25,0.5,40.75,415.824,0,1,"0",0,0,7,0,2,4,0,0,18,2,0,1,6,2,-4,"489",416,"Stage5","LAT",3
"831",863,"5/26/2023",11334,"TX","Huke",1,"S&D","Breenbergh Hotel","LAT",2,0.71,5,7,0,807,18,0.42,0.58,67.25,449.424,0,0,"0",0,0,6,0,2,4,2,1,29,3,0,1,6,2,-4,"807",449,"Stage5","LAT",3
"832",864,"5/26/2023",11334,"TX","Shotzzy",1,"S&D","Breenbergh Hotel","LAT",2,0.29,2,7,2,661,36,0.17,0.58,55.08,334.144,1,4,"0",0,0,3,0,2,7,0,0,22,3,0,1,6,2,-4,"661",334,"Stage5","LAT",3
"833",865,"5/26/2023",11334,"LAT","Drazah",0,"Hardpoint","Mercado Las Almas","LAT",1,1.81,29,16,8,3314,13.28,3.63,2,414.25,441.504,0,0,"0",3,3,13,0,22,7,7,9,115,8,1,0,0,250,-141,"3314",442,"Stage5","TX",1
"834",866,"5/26/2023",11334,"LAT","Envoy",0,"Hardpoint","Mercado Las Almas","LAT",1,1.37,26,19,9,2969,14.04,3.25,2.38,371.13,387.84,0,0,"0",4,4,16,0,19,13,7,6,121,15,1,0,0,250,-141,"2969",388,"Stage5","TX",1
"835",867,"5/26/2023",11334,"LAT","Kenny",0,"Hardpoint","Mercado Las Almas","LAT",1,1.64,23,14,12,2640,17.43,2.88,1.75,330,418.208,0,0,"0",4,5,11,0,19,7,4,7,91,6,1,0,0,250,-141,"2640",418,"Stage5","TX",1
"836",868,"5/26/2023",11334,"LAT","Octane",0,"Hardpoint","Mercado Las Almas","LAT",1,1.77,23,13,8,2784,14.17,2.88,1.63,348,427.056,0,1,"0",2,2,7,0,19,7,4,6,100,9,1,0,0,250,-141,"2784",427,"Stage5","TX",1
"837",869,"5/26/2023",11334,"TX","Dashy",0,"Hardpoint","Mercado Las Almas","LAT",0,0.9,19,21,3,2352,17,2.38,2.63,294,417.04,0,0,"0",4,2,10,0,10,16,9,5,90,7,0,1,1,109,-141,"2352",417,"Stage5","LAT",3
"838",870,"5/26/2023",11334,"TX","Ghosty",0,"Hardpoint","Mercado Las Almas","LAT",0,0.41,11,27,8,1847,29.09,1.38,3.38,230.88,391.552,1,0,"0",2,1,19,0,5,21,6,6,64,8,0,1,1,109,-141,"1847",392,"Stage5","LAT",3
"839",871,"5/26/2023",11334,"TX","Huke",0,"Hardpoint","Mercado Las Almas","LAT",0,0.48,13,27,5,2430,21,1.63,3.38,303.75,386.976,0,0,"0",2,6,15,0,8,21,5,6,99,9,0,1,1,109,-141,"2430",387,"Stage5","LAT",3
"840",872,"5/26/2023",11334,"TX","Shotzzy",0,"Hardpoint","Mercado Las Almas","LAT",0,0.73,19,26,5,2504,13.37,2.38,3.25,313,384.032,0,0,"0",6,4,15,0,11,21,8,5,102,6,0,1,1,109,-141,"2504",384,"Stage5","LAT",3
"841",873,"5/25/2023",11328,"NY","HyDra",4,"S&D","Embassy","TOR",3,0.88,7,8,1,769,13.86,0.5,0.57,54.93,352.912,2,3,"0",0,0,4,0,5,6,1,1,37,2,0,1,6,3,3,"769",353,"Stage5","TOR",6
"842",874,"5/25/2023",11328,"NY","KiSMET",4,"S&D","Embassy","TOR",3,0.63,5,8,2,763,17.8,0.36,0.57,54.5,465.584,1,0,"0",0,0,7,0,4,5,1,2,30,4,0,1,6,3,3,"763",466,"Stage5","TOR",6
"843",875,"5/25/2023",11328,"NY","Priestahh",4,"S&D","Embassy","TOR",3,1,7,7,0,977,22.57,0.5,0.5,69.79,576.912,1,0,"0",0,0,9,0,5,4,2,1,34,4,0,1,6,3,3,"977",577,"Stage5","TOR",6
"844",876,"5/25/2023",11328,"NY","Skyz",4,"S&D","Embassy","TOR",3,0.29,2,7,1,398,82.5,0.14,0.5,28.43,585.12,0,1,"0",0,0,8,0,1,4,0,0,16,4,0,1,6,3,3,"398",585,"Stage5","TOR",6
"845",877,"5/25/2023",11328,"TOR","CleanX",4,"S&D","Embassy","TOR",6,0.43,3,7,4,538,33,0.21,0.5,38.43,351.072,1,3,"0",0,0,7,0,2,5,1,2,19,2,1,0,3,6,3,"538",351,"Stage5","NY",3
"846",878,"5/25/2023",11328,"TOR","Hicksy",4,"S&D","Embassy","TOR",6,4.67,14,3,2,1404,11.64,1,0.21,100.29,596.192,1,1,"0",0,0,6,0,9,3,1,0,51,5,1,0,3,6,3,"1404",596,"Stage5","NY",3
"847",879,"5/25/2023",11328,"TOR","Insight",4,"S&D","Embassy","TOR",6,1.5,6,4,2,923,23,0.43,0.29,65.93,636.512,0,0,"0",0,0,5,0,3,3,1,0,39,6,1,0,3,6,3,"923",637,"Stage5","NY",3
"848",880,"5/25/2023",11328,"TOR","Scrap",4,"S&D","Embassy","TOR",6,1,7,7,2,1003,19.71,0.5,0.5,71.64,438.416,2,0,"0",0,0,1,0,5,4,1,2,7,2,1,0,3,6,3,"1003",438,"Stage5","NY",3
"849",881,"5/25/2023",11328,"NY","HyDra",3,"Hardpoint","Embassy","NY",1,1.32,29,22,8,2963,12.45,3.22,2.44,329.22,460.368,1,0,"0",6,6,8,0,19,14,10,8,121,6,1,0,0,250,-112,"2963",460,"Stage5","TOR",6
"850",882,"5/25/2023",11328,"NY","KiSMET",3,"Hardpoint","Embassy","NY",1,1.33,24,18,7,2758,12.63,2.67,2,306.44,470.032,0,0,"0",5,5,10,0,17,13,7,5,97,5,1,0,0,250,-112,"2758",470,"Stage5","TOR",6
"851",883,"5/25/2023",11328,"NY","Priestahh",3,"Hardpoint","Embassy","NY",1,1.3,26,20,17,3970,16.38,2.89,2.22,441.11,466.624,0,0,"0",6,3,17,0,21,12,5,8,144,13,1,0,0,250,-112,"3970",467,"Stage5","TOR",6
"852",884,"5/25/2023",11328,"NY","Skyz",3,"Hardpoint","Embassy","NY",1,1.56,25,16,5,2619,14.36,2.78,1.78,291,491.152,0,0,"0",5,2,16,0,21,12,4,5,94,12,1,0,0,250,-112,"2619",491,"Stage5","TOR",6
"853",885,"5/25/2023",11328,"TOR","CleanX",3,"Hardpoint","Embassy","NY",0,0.66,19,29,8,2340,21.32,2.11,3.22,260,422.224,0,1,"0",5,7,10,0,12,21,7,8,88,13,0,1,1,138,-112,"2340",422,"Stage5","NY",3
"854",886,"5/25/2023",11328,"TOR","Hicksy",3,"Hardpoint","Embassy","NY",0,0.95,21,22,8,2473,14.76,2.33,2.44,274.78,443.76,0,0,"0",3,5,14,0,17,16,5,6,91,8,0,1,1,138,-112,"2473",444,"Stage5","NY",3
"855",887,"5/25/2023",11328,"TOR","Insight",3,"Hardpoint","Embassy","NY",0,0.56,14,25,6,2162,25.14,1.56,2.78,240.22,444.832,0,0,"0",2,5,16,0,10,19,4,6,79,4,0,1,1,138,-112,"2162",445,"Stage5","NY",3
"856",888,"5/25/2023",11328,"TOR","Scrap",3,"Hardpoint","Embassy","NY",0,0.79,22,28,7,2722,16.27,2.44,3.11,302.44,422.576,0,0,"0",6,5,3,0,12,22,10,6,11,16,0,1,1,138,-112,"2722",423,"Stage5","NY",3
"857",889,"5/25/2023",11328,"NY","HyDra",1,"S&D","Breenbergh Hotel","NY",6,1.83,11,6,1,1027,9.18,0.73,0.4,68.47,465.344,1,0,"0",0,0,5,0,7,6,1,0,42,2,1,0,3,6,-3,"1027",465,"Stage5","TOR",6
"858",890,"5/25/2023",11328,"NY","KiSMET",1,"S&D","Breenbergh Hotel","NY",6,0.38,3,8,1,652,27.67,0.2,0.53,43.47,443.184,2,1,"0",0,0,8,0,2,6,1,1,17,1,1,0,3,6,-3,"652",443,"Stage5","TOR",6
"859",891,"5/25/2023",11328,"NY","Priestahh",1,"S&D","Breenbergh Hotel","NY",6,2,8,4,4,1443,20.13,0.53,0.27,96.2,629.68,2,2,"0",0,0,9,0,7,3,0,0,47,3,1,0,3,6,-3,"1443",630,"Stage5","TOR",6
"860",892,"5/25/2023",11328,"NY","Skyz",1,"S&D","Breenbergh Hotel","NY",6,2,10,5,2,1087,15.6,0.67,0.33,72.47,579.6,1,0,"0",0,0,9,0,7,5,0,0,37,3,1,0,3,6,-3,"1087",580,"Stage5","TOR",6
"861",893,"5/25/2023",11328,"TOR","CleanX",1,"S&D","Breenbergh Hotel","NY",3,0.88,7,8,2,1145,25.14,0.47,0.53,76.33,442.928,2,2,"0",0,0,7,0,7,8,0,0,47,3,0,1,6,3,-3,"1145",443,"Stage5","NY",3
"862",894,"5/25/2023",11328,"TOR","Hicksy",1,"S&D","Breenbergh Hotel","NY",3,0.67,6,9,0,801,14.17,0.4,0.6,53.4,441.392,0,2,"0",0,0,7,0,5,7,1,2,28,2,0,1,6,3,-3,"801",441,"Stage5","NY",3
"863",895,"5/25/2023",11328,"TOR","Insight",1,"S&D","Breenbergh Hotel","NY",3,0.43,3,7,1,571,40,0.2,0.47,38.07,582.08,0,1,"0",0,0,9,0,2,5,0,0,22,3,0,1,6,3,-3,"571",582,"Stage5","NY",3
"864",896,"5/25/2023",11328,"TOR","Scrap",1,"S&D","Breenbergh Hotel","NY",3,0.88,7,8,1,1192,19.71,0.47,0.53,79.47,537.28,1,1,"0",0,0,5,0,6,3,0,0,13,5,0,1,6,3,-3,"1192",537,"Stage5","NY",3
"865",897,"5/25/2023",11328,"NY","HyDra",0,"Hardpoint","Mercado Las Almas","TOR",0,0.72,18,25,5,2137,15.67,2,2.78,237.44,436.48,0,0,"0",7,4,7,0,13,19,5,6,86,1,0,1,1,156,94,"2137",436,"Stage5","TOR",6
"866",898,"5/25/2023",11328,"NY","KiSMET",0,"Hardpoint","Mercado Las Almas","TOR",0,1,26,26,6,2975,12.77,2.89,2.89,330.56,428.88,0,0,"0",5,5,15,0,14,21,12,5,120,22,0,1,1,156,94,"2975",429,"Stage5","TOR",6
"867",899,"5/25/2023",11328,"NY","Priestahh",0,"Hardpoint","Mercado Las Almas","TOR",0,0.89,16,18,6,2555,16.69,1.78,2,283.89,474.096,0,1,"0",5,4,16,0,13,13,3,5,92,3,0,1,1,156,94,"2555",474,"Stage5","TOR",6
"868",900,"5/25/2023",11328,"NY","Skyz",0,"Hardpoint","Mercado Las Almas","TOR",0,0.86,18,21,6,2360,15.56,2,2.33,262.22,458.496,0,0,"0",3,1,19,0,10,16,8,5,70,7,0,1,1,156,94,"2360",458,"Stage5","TOR",6
"869",901,"5/25/2023",11328,"TOR","CleanX",0,"Hardpoint","Mercado Las Almas","TOR",1,1.19,31,26,9,3562,13.42,3.44,2.89,395.78,428.992,0,0,"0",8,5,18,0,24,17,7,9,138,11,1,0,0,250,94,"3562",429,"Stage5","NY",3
"870",902,"5/25/2023",11328,"TOR","Hicksy",0,"Hardpoint","Mercado Las Almas","TOR",1,1.3,26,20,6,2962,9.92,2.89,2.22,329.11,449.904,1,0,"0",3,6,14,0,21,13,5,7,114,17,1,0,0,250,94,"2962",450,"Stage5","NY",3
"871",903,"5/25/2023",11328,"TOR","Insight",0,"Hardpoint","Mercado Las Almas","TOR",1,1.5,18,12,4,2053,17.78,2,1.33,228.11,460.192,0,0,"0",1,3,8,0,16,8,2,4,78,4,1,0,0,250,94,"2053",460,"Stage5","NY",3
"872",904,"5/25/2023",11328,"TOR","Scrap",0,"Hardpoint","Mercado Las Almas","TOR",1,0.75,15,20,8,2067,19.67,1.67,2.22,229.67,453.2,0,0,"0",2,6,10,0,8,12,7,8,19,6,1,0,0,250,94,"2067",453,"Stage5","NY",3
"873",905,"5/25/2023",11327,"ATL","Cellium",2,"Control","El Asilo","ATL",3,1.14,16,14,7,2371,23,1.33,1.17,197.58,589.632,0,0,"0",0,0,13,2,13,10,4,4,100,9,1,0,1,3,2,"2371",590,"Stage5","LV",1
"874",906,"5/25/2023",11327,"ATL","Simp",2,"Control","El Asilo","ATL",3,0.95,19,20,8,2399,17.26,1.58,1.67,199.92,557.968,0,0,"0",0,0,14,6,16,15,3,5,100,15,1,0,1,3,2,"2399",558,"Stage5","LV",1
"875",907,"5/25/2023",11327,"ATL","SlasheR",2,"Control","El Asilo","ATL",3,1.64,23,14,5,2583,17.17,1.92,1.17,215.25,589.504,0,2,"0",0,0,18,6,21,7,2,7,96,6,1,0,1,3,2,"2583",590,"Stage5","LV",1
"876",908,"5/25/2023",11327,"ATL","aBeZy",2,"Control","El Asilo","ATL",3,1.93,29,15,2,3003,11.17,2.42,1.25,250.25,587.52,2,0,"0",0,0,9,6,22,13,7,2,122,12,1,0,1,3,2,"3003",588,"Stage5","LV",1
"877",909,"5/25/2023",11327,"LV","Clayster",2,"Control","El Asilo","ATL",1,0.5,12,24,10,2432,31.58,1,2,202.67,544.784,1,0,"0",0,0,7,0,7,21,5,4,90,20,0,1,3,1,2,"2432",545,"Stage5","ATL",3
"878",910,"5/25/2023",11327,"LV","Standy",2,"Control","El Asilo","ATL",1,0.71,15,21,6,1796,14.93,1.25,1.75,149.67,556.528,0,1,"0",0,0,10,0,11,17,4,4,69,10,0,1,3,1,2,"1796",557,"Stage5","ATL",3
"879",911,"5/25/2023",11327,"LV","TJHaLy",2,"Control","El Asilo","ATL",1,0.75,18,24,8,2283,19.78,1.5,2,190.25,537.376,1,1,"0",0,0,15,1,14,22,4,2,98,10,0,1,3,1,2,"2283",537,"Stage5","ATL",3
"880",912,"5/25/2023",11327,"LV","Temp",2,"Control","El Asilo","ATL",1,1,18,18,5,2055,21,1.5,1.5,171.25,568.8,0,0,"0",0,0,10,1,13,12,5,6,71,7,0,1,3,1,2,"2055",569,"Stage5","ATL",3
"881",913,"5/25/2023",11327,"ATL","Cellium",1,"S&D","El Asilo","ATL",6,1.67,5,3,3,757,27.6,0.5,0.3,75.7,482.544,0,0,"0",0,0,7,0,2,0,2,2,29,2,1,0,1,6,5,"757",483,"Stage5","LV",1
